INDEX-1	INDEX-2	TMP-PMI-VALUE	PMI-VALUE	TMP-ALT-PMI-VALUE	ALT-PMI-VALUE
370	298	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	504	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
8	256	139.0000000834	2.1430148005	1.5759637188	0.1975462151
1190	130	695.0000100775	2.8419848109	8.1286549708	0.9100186899
15	50	66.1904795599	1.8207955276	0.7048681542	-0.1518921103
1	484	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
219	698	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
870	343	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
947	1346	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
823	909	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1052	138	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1297	1061	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1321	361	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1309	689	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
237	129	695.0000100775	2.8419848109	8.1286549708	0.9100186899
353	847	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
6	340	126.3636358007	2.1016221132	1.4300411523	0.1553485353
636	570	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
950	1231	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
989	22	347.5000050388	2.5409548152	3.9601139601	0.5977076838
575	282	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
583	34	926.6665942322	2.9669235073	12.4107142857	1.0937967776
975	1325	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1333	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
205	1176	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
98	867	695.0000100775	2.8419848109	8.1286549708	0.9100186899
457	1002	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
9	192	154.4444454912	2.1887722938	1.7353308365	0.2393822842
15	6	18.0519490469	1.2565240990	0.1892701525	-0.7229178680
3	378	81.7647060651	1.9125658798	0.9193121693	-0.0365369909
829	734	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
12	99	99.2857216399	1.9968867967	1.0602593440	0.0254121086
665	882	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
671	696	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1033	738	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
134	620	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1075	305	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
660	1070	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
193	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
903	520	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
552	1017	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
560	769	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
987	62	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1017	12	198.5714294792	2.2979167622	2.2383252818	0.3499232001
989	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
512	122	695.0000100775	2.8419848109	8.1286549708	0.9100186899
466	679	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
816	1093	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
721	48	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1257	221	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1176	597	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
625	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
920	895	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1104	705	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
370	276	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
15	17	79.4285706876	1.8999767475	0.8644278607	-0.0632712442
8	234	139.0000000834	2.1430148005	1.5759637188	0.1975462151
65	602	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
121	121	347.5000291900	2.5409548454	4.2901234568	0.6324697900
734	889	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
602	744	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
622	124	695.0000100775	2.8419848109	8.1286549708	0.9100186899
893	863	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
176	562	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1060	792	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
170	748	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1154	2	154.4444335647	2.1887722602	1.9632768362	0.2929815426
45	1233	1389.9999235500	3.1430147764	22.9120879121	1.3600646670
1243	644	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
6	307	126.3636358007	2.1016221132	1.4300411523	0.1553485353
348	969	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
5	338	92.6666667223	1.9669235415	1.0435435435	0.0185105754
568	532	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
552	1028	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
818	1053	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
158	1109	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1089	1159	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1203	618	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
98	845	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1312	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1286	808	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
389	325	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
395	139	695.0000100775	2.8419848109	8.1286549708	0.9100186899
820	275	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
416	127	695.0000100775	2.8419848109	8.1286549708	0.9100186899
635	898	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
486	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
1298	447	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
375	748	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
201	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
255	1035	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
720	938	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
484	77	695.0000100775	2.8419848109	8.1286549708	0.9100186899
183	191	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1079	434	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1049	1364	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
250	551	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
248	1230	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
252	1106	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
402	572	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
258	953	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
98	107	695.0000100775	2.8419848109	9.0849673203	0.9583233694
1018	939	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1029	598	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1031	536	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1211	458	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1217	272	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
202	3	81.7647060651	1.9125658798	0.9193121693	-0.0365369909
249	1177	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
75	809	695.0000100775	2.8419848109	9.0849673203	0.9583233694
14	1292	198.5714294792	2.2979167622	2.2383252818	0.3499232001
68	1026	695.0000100775	2.8419848109	8.1286549708	0.9100186899
886	882	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
739	338	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
183	614	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
396	64	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1283	218	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1370	685	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
805	784	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
96	235	695.0000100775	2.8419848109	8.1286549708	0.9100186899
69	1072	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1224	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
1284	198	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
418	98	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1223	42	463.3333293178	2.6658935418	5.3256704981	0.7263742929
61	1309	695.0000100775	2.8419848109	8.1286549708	0.9100186899
617	15	397.1428313569	2.5989467277	5.1865671642	0.7148800062
175	406	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1351	1197	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
43	382	463.3333293178	2.6658935418	5.3256704981	0.7263742929
37	568	463.3333293178	2.6658935418	5.5158730159	0.7416142595
52	103	231.6666807597	2.3648635763	2.5226860254	0.4018632014
1309	117	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
87	404	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
82	559	695.0000100775	2.8419848109	8.1286549708	0.9100186899
64	1117	695.0000100775	2.8419848109	8.1286549708	0.9100186899
23	980	347.5000050388	2.5409548152	3.9601139601	0.5977076838
586	1064	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
651	468	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1378	459	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
881	1059	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1387	180	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1048	1340	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
184	138	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1028	552	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
368	954	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
230	1193	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
253	480	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
394	864	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
396	802	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
100	122	347.5000291900	2.5409548454	3.8504155125	0.5855075984
103	29	173.7500145950	2.2399248497	1.8758434548	0.2731965923
654	265	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1379	318	1389.9999235500	3.1430147764	38.6111111111	1.5867122995
1090	27	347.5000050388	2.5409548152	3.9601139601	0.5977076838
495	1155	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
203	38	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1147	1111	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
13	1268	198.5714294792	2.2979167622	2.2712418301	0.3562633781
22	989	347.5000050388	2.5409548152	3.9601139601	0.5977076838
385	372	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
381	672	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
397	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
1282	1031	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1086	305	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
954	116	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
957	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
1165	564	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
150	1291	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1294	626	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1147	913	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1181	79	695.0000100775	2.8419848109	8.1286549708	0.9100186899
392	342	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
528	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
614	20	278.0000001668	2.4440447962	3.1519274376	0.4985762108
948	522	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1074	666	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
253	1009	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
233	1012	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
462	693	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
729	538	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
392	948	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
259	856	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
149	1278	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
526	51	463.3333293178	2.6658935418	6.6826923077	0.8249514653
50	77	231.6666807597	2.3648635763	2.5226860254	0.4018632014
22	945	694.9999617750	2.8419847807	9.1447368421	0.9611712123
287	175	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
387	1147	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1151	1020	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
602	645	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
621	1354	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
662	83	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
956	296	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
907	297	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1389	74	695.0000100775	2.8419848109	8.1286549708	0.9100186899
752	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
749	94	695.0000100775	2.8419848109	8.1286549708	0.9100186899
705	1271	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1201	801	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
254	1209	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1196	934	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
483	75	695.0000100775	2.8419848109	9.0849673203	0.9583233694
959	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
966	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
1075	448	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1363	869	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
484	33	463.3333293178	2.6658935418	5.3256704981	0.7263742929
207	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1270	489	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1271	458	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
86	677	695.0000100775	2.8419848109	8.1286549708	0.9100186899
630	866	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
935	639	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1385	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
947	267	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
525	27	347.5000050388	2.5409548152	3.9601139601	0.5977076838
442	1192	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1030	732	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
955	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
654	111	695.0000100775	2.8419848109	8.1286549708	0.9100186899
954	61	695.0000100775	2.8419848109	8.1286549708	0.9100186899
835	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
796	1217	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
481	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
1183	61	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1175	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
27	724	347.5000050388	2.5409548152	3.9601139601	0.5977076838
94	451	695.0000100775	2.8419848109	8.1286549708	0.9100186899
50	11	264.7618998386	2.4228554888	3.2899408284	0.5171880870
1184	30	463.3333293178	2.6658935418	6.4351851852	0.8085610491
1280	157	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
715	1302	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
951	121	695.0000100775	2.8419848109	8.5802469136	0.9334997857
241	610	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1283	75	695.0000100775	2.8419848109	9.0849673203	0.9583233694
206	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
744	18	278.0000001668	2.4440447962	3.1519274376	0.4985762108
740	472	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
16	1120	231.6666646589	2.3648635461	2.6177024482	0.4179202792
129	16	115.8333403799	2.0638335806	1.2399643176	0.0934091877
477	118	695.0000100775	2.8419848109	8.1286549708	0.9100186899
52	4	27.2549032845	1.4354446452	0.2836155887	-0.5472699022
498	1249	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
184	6	126.3636358007	2.1016221132	1.4300411523	0.1553485353
827	906	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1165	630	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
96	378	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1144	1281	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
154	947	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
926	863	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
910	39	463.3333293178	2.6658935418	5.3256704981	0.7263742929
873	1186	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
833	731	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
129	27	173.7500145950	2.2399248497	1.8758434548	0.2731965923
743	5	185.3333205639	2.2679535069	2.3639455782	0.3736374742
539	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
119	348	695.0000100775	2.8419848109	8.1286549708	0.9100186899
722	1008	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
507	992	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
793	1255	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1183	116	695.0000100775	2.8419848109	8.5802469136	0.9334997857
1386	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
499	1152	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
70	1151	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1156	502	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
857	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
495	1375	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
504	656	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
753	36	463.3333293178	2.6658935418	5.3256704981	0.7263742929
479	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
481	1369	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
878	1053	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
71	1131	1389.9999235500	3.1430147764	19.3055555556	1.2856823038
1186	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
99	263	695.0000100775	2.8419848109	8.1286549708	0.9100186899
224	1159	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1367	580	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
963	145	695.0000100775	2.8419848109	8.1286549708	0.9100186899
476	226	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
44	230	463.3333293178	2.6658935418	5.3256704981	0.7263742929
260	142	695.0000100775	2.8419848109	8.1286549708	0.9100186899
14	1072	198.5714294792	2.2979167622	2.2383252818	0.3499232001
21	855	347.5000050388	2.5409548152	4.0643274854	0.6089886942
35	421	463.3333293178	2.6658935418	5.3256704981	0.7263742929
17	979	278.0000001668	2.4440447962	3.1519274376	0.4985762108
1188	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
343	90	695.0000100775	2.8419848109	8.1286549708	0.9100186899
255	286	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
111	640	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1050	13	198.5714294792	2.2979167622	2.2712418301	0.3562633781
1371	522	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
943	831	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1387	26	347.5000050388	2.5409548152	3.9601139601	0.5977076838
945	769	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1051	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
170	484	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
523	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
467	494	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
123	246	695.0000100775	2.8419848109	8.1286549708	0.9100186899
8	1269	139.0000000834	2.1430148005	1.5759637188	0.1975462151
41	246	463.3333293178	2.6658935418	5.3256704981	0.7263742929
5	1362	92.6666667223	1.9669235415	1.0435435435	0.0185105754
824	217	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
412	493	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
203	192	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
188	657	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
630	932	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
968	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
335	316	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
799	629	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
741	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1277	206	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
889	734	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
105	44	231.6666807597	2.3648635763	2.5226860254	0.4018632014
1267	1353	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
180	883	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1253	972	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
181	198	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
884	933	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
796	711	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
73	596	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1276	248	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1268	496	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
260	87	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
386	1288	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
19	939	278.0000001668	2.4440447962	3.1519274376	0.4985762108
6	1342	126.3636358007	2.1016221132	1.4300411523	0.1553485353
35	443	463.3333293178	2.6658935418	5.3256704981	0.7263742929
9	1271	154.4444454912	2.1887722938	1.7353308365	0.2393822842
15	1063	198.5714294792	2.2979167622	2.2712418301	0.3562633781
12	1156	198.5714294792	2.2979167622	2.2383252818	0.3499232001
99	1045	695.0000100775	2.8419848109	8.1286549708	0.9100186899
221	1318	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
373	843	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
362	1184	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
640	633	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
899	457	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
906	229	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
266	738	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
89	1344	695.0000100775	2.8419848109	8.1286549708	0.9100186899
465	512	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1228	63	1389.9999235500	3.1430147764	19.3055555556	1.2856823038
1387	444	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1092	20	278.0000001668	2.4440447962	3.1519274376	0.4985762108
818	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
1007	1357	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
15	1074	198.5714294792	2.2979167622	2.2712418301	0.3562633781
2	2	4.2901236846	0.6324698131	0.0438707234	-1.3578252043
25	632	347.5000050388	2.5409548152	4.0643274854	0.6089886942
1217	613	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
22	725	347.5000050388	2.5409548152	3.9601139601	0.5977076838
904	16	231.6666646589	2.3648635461	2.6177024482	0.4179202792
831	925	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
91	1337	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1081	735	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
863	1276	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1319	148	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	22	24.8214285617	1.3948267731	0.2641079232	-0.5782185698
433	1306	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
444	965	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
103	976	695.0000100775	2.8419848109	8.1286549708	0.9100186899
859	68	695.0000100775	2.8419848109	8.1286549708	0.9100186899
299	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
192	632	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
305	1180	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
2	13	11.0317466785	1.0426442806	0.1148380701	-0.9399141146
1305	549	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	86	13.9000009744	1.1430148307	0.1469034031	-0.8329681434
322	664	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
409	685	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
45	1	33.0952373155	1.5197654996	0.3717074475	-0.4297987373
35	311	463.3333293178	2.6658935418	5.3256704981	0.7263742929
0	42	18.5333329151	1.2679535271	0.1997700489	-0.6994696241
211	1364	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1319	104	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1	0	8.9357142270	0.9511292712	0.0945578231	-1.0243025346
336	175	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
341	20	278.0000001668	2.4440447962	3.1519274376	0.4985762108
605	79	695.0000100775	2.8419848109	8.1286549708	0.9100186899
440	1045	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
254	108	695.0000100775	2.8419848109	8.1286549708	0.9100186899
2	46	25.7407419091	1.4106210601	0.2692754746	-0.5698032000
0	20	5.5600003125	0.7450748160	0.0569625441	-1.2444106222
875	948	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
864	1289	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
904	49	463.3333293178	2.6658935418	5.3256704981	0.7263742929
872	1041	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1137	287	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1279	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
3	4	24.0484429997	1.3810869635	0.2568366593	-0.5903429876
0	97	13.9000009744	1.1430148307	0.1469034031	-0.8329681434
865	1247	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
873	999	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
437	1127	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	6	7.4331554725	0.8711732166	0.0761560377	-1.1182956598
29	574	347.5000050388	2.5409548152	3.9601139601	0.5977076838
5	1230	92.6666667223	1.9669235415	1.0435435435	0.0185105754
0	1385	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
60	1021	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1000	1200	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1028	332	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	9	9.2666668153	0.9669235482	0.0966351502	-1.0148648740
2	1312	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
473	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
1235	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
39	165	463.3333293178	2.6658935418	5.3256704981	0.7263742929
4	1250	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
1227	358	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1218	637	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1216	589	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
2	57	38.6111137581	1.5867123293	0.4109994086	-0.3861588030
0	119	13.9000009744	1.1430148307	0.1469034031	-0.8329681434
320	846	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
600	201	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
873	988	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1119	823	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
93	9	77.2222281126	1.8877423283	0.8219988173	-0.0851288073
257	26	347.5000050388	2.5409548152	3.9601139601	0.5977076838
309	1198	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
