INDEX-1	INDEX-2	TMP-PMI-VALUE	PMI-VALUE	TMP-ALT-PMI-VALUE	ALT-PMI-VALUE
1388	14	198.5714294792	2.2979167622	2.2383252818	0.3499232001
302	654	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
297	1007	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1056	6	126.3636358007	2.1016221132	1.4300411523	0.1553485353
967	57	695.0000100775	2.8419848109	8.1286549708	0.9100186899
16	0	13.9000000083	1.1430148005	0.1474957555	-0.8312204772
841	1212	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
700	1324	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
125	880	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
742	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
9	195	154.4444454912	2.1887722938	1.7353308365	0.2393822842
1215	1118	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
440	635	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
968	59	695.0000100775	2.8419848109	8.1286549708	0.9100186899
799	1204	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
727	509	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
118	899	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1	487	99.2857073464	1.9968867342	1.2545126354	0.0984750399
0	463	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
847	828	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	507	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
7	301	126.3636358007	2.1016221132	1.4300411523	0.1553485353
725	560	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
660	10	173.7499995005	2.2399248120	1.9800569801	0.2966776881
926	1306	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
97	229	695.0000100775	2.8419848109	8.1286549708	0.9100186899
878	76	695.0000100775	2.8419848109	8.1286549708	0.9100186899
140	426	695.0000100775	2.8419848109	8.1286549708	0.9100186899
34	971	463.3333293178	2.6658935418	5.3256704981	0.7263742929
870	280	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
98	418	695.0000100775	2.8419848109	8.1286549708	0.9100186899
63	1327	695.0000100775	2.8419848109	8.1286549708	0.9100186899
192	25	347.5000050388	2.5409548152	4.0643274854	0.6089886942
1102	1375	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1110	1127	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
756	1106	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
305	594	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1386	43	926.6665942322	2.9669235073	12.4107142857	1.0937967776
1380	229	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
831	1280	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1010	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
673	884	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1134	405	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
524	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
433	863	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
102	316	695.0000100775	2.8419848109	8.1286549708	0.9100186899
81	967	695.0000100775	2.8419848109	8.1286549708	0.9100186899
112	6	63.1818222915	1.8005921477	0.6773879142	-0.1691625562
70	1308	695.0000100775	2.8419848109	8.1286549708	0.9100186899
62	81	347.5000291900	2.5409548454	3.8504155125	0.5855075984
113	1021	695.0000100775	2.8419848109	8.1286549708	0.9100186899
920	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
1141	199	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
514	211	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
281	237	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1265	801	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
40	500	463.3333293178	2.6658935418	5.5158730159	0.7416142595
790	206	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
871	1372	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
886	1324	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	273	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
11	56	297.8571511191	2.4740080313	3.7165775401	0.5701431981
0	397	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
202	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
17	1202	278.0000001668	2.4440447962	3.1519274376	0.4985762108
13	16	33.0952397799	1.5197655320	0.3464606181	-0.4603461242
10	109	86.8750057880	1.9388948465	0.9379217274	-0.0278334034
0	419	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
789	248	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
734	193	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
797	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
276	370	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
218	825	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
927	1374	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
947	754	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
962	289	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
421	13	198.5714294792	2.2979167622	2.2712418301	0.3562633781
447	506	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1189	32	463.3333293178	2.6658935418	5.3256704981	0.7263742929
981	1087	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
985	963	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
189	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
768	866	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
200	73	695.0000100775	2.8419848109	8.1286549708	0.9100186899
174	879	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
51	565	463.3333293178	2.6658935418	5.9401709402	0.7737989428
287	62	695.0000100775	2.8419848109	8.1286549708	0.9100186899
891	763	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
980	1107	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1183	273	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1179	397	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1289	46	463.3333293178	2.6658935418	5.3256704981	0.7263742929
501	625	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
504	532	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
518	98	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1244	120	695.0000100775	2.8419848109	8.5802469136	0.9334997857
282	173	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
244	1351	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1014	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
5	253	185.3333205639	2.2679535069	2.3639455782	0.3736374742
41	919	463.3333293178	2.6658935418	5.3256704981	0.7263742929
68	82	347.5000291900	2.5409548454	3.8504155125	0.5855075984
1163	904	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
421	35	463.3333293178	2.6658935418	5.3256704981	0.7263742929
430	1011	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
414	252	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
520	1324	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
543	611	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
552	332	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
928	66	695.0000100775	2.8419848109	8.1286549708	0.9100186899
4	317	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
2	379	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
14	7	36.1038955846	1.5575540645	0.3820780649	-0.4178478944
164	1222	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
724	525	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
739	1315	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
53	53	347.5000291900	2.5409548454	4.2901234568	0.6324697900
218	803	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
231	389	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
13	49	198.5714294792	2.2979167622	2.3400673401	0.3692283553
2	390	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
544	569	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1289	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1243	195	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1191	47	463.3333293178	2.6658935418	5.5158730159	0.7416142595
1150	1318	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
54	33	463.3333293178	2.6658935418	5.8403361345	0.7664378432
51	126	231.6666807597	2.3648635763	2.8137651822	0.4492878513
12	1335	198.5714294792	2.2979167622	2.2383252818	0.3499232001
51	104	231.6666807597	2.3648635763	2.8137651822	0.4492878513
10	1375	173.7499995005	2.2399248120	1.9800569801	0.2966776881
830	232	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
781	2	154.4444335647	2.1887722602	1.9632768362	0.2929815426
199	148	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
7	114	126.3636358007	2.1016221132	1.4434060228	0.1593885131
8	83	69.5000048720	1.8419848350	0.7879818594	-0.1034837805
120	848	695.0000100775	2.8419848109	8.5802469136	0.9334997857
689	234	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
29	1269	347.5000050388	2.5409548152	3.9601139601	0.5977076838
10	10	108.5937493104	2.0358048278	1.2691745800	0.1035213651
2	258	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
1	289	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
701	1117	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
270	567	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
561	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
274	366	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1272	496	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1367	489	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
559	82	695.0000100775	2.8419848109	8.1286549708	0.9100186899
318	334	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
31	691	463.3333293178	2.6658935418	5.5158730159	0.7416142595
780	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
930	48	463.3333293178	2.6658935418	5.3256704981	0.7263742929
898	1040	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
161	1359	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
393	969	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1270	580	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
545	527	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
54	0	13.9000009744	1.1430148307	0.1550647033	-0.8094870475
780	22	347.5000050388	2.5409548152	3.9601139601	0.5977076838
703	1077	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
3	249	327.0588015299	2.5146258410	5.6161616162	0.7494395970
2	280	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
794	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
108	1264	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1380	97	695.0000100775	2.8419848109	8.1286549708	0.9100186899
301	839	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
421	112	695.0000100775	2.8419848109	8.1286549708	0.9100186899
916	54	1389.9999235500	3.1430147764	20.4411764706	1.3105058875
894	736	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
65	65	347.5000291900	2.5409548454	4.2901234568	0.6324697900
548	379	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
899	998	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
13	1260	198.5714294792	2.2979167622	2.2712418301	0.3562633781
25	888	694.9999617750	2.8419847807	9.3918918919	0.9727530849
50	113	231.6666807597	2.3648635763	2.5226860254	0.4018632014
134	447	695.0000100775	2.8419848109	8.1286549708	0.9100186899
850	812	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
68	5	46.3333365813	1.6658935760	0.4943100996	-0.3060005161
792	89	695.0000100775	2.8419848109	8.1286549708	0.9100186899
109	0	27.8000000167	1.4440447962	0.3107534093	-0.5075840980
660	1177	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1225	665	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
255	988	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
982	979	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
835	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
808	837	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
795	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
639	562	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
216	942	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
33	1101	463.3333293178	2.6658935418	5.3256704981	0.7263742929
0	364	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
1183	262	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1209	1172	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1013	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
741	1187	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
25	855	347.5000050388	2.5409548152	4.0643274854	0.6089886942
49	111	231.6666807597	2.3648635763	2.5226860254	0.4018632014
52	29	115.8333403799	2.0638335806	1.2290008842	0.0895521953
4	262	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
37	955	463.3333293178	2.6658935418	5.5158730159	0.7416142595
904	876	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
41	831	463.3333293178	2.6658935418	5.3256704981	0.7263742929
2	324	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
177	885	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
572	912	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
327	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
1040	425	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1026	859	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1244	1353	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
617	1255	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
829	197	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
920	369	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	344	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
414	1023	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
603	27	694.9999617750	2.8419847807	9.1447368421	0.9611712123
593	337	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
332	240	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1363	1042	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
959	515	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
173	1064	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
140	1329	695.0000100775	2.8419848109	8.1286549708	0.9100186899
174	275	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
116	26	173.7500145950	2.2399248497	1.9800569801	0.2966776881
765	1146	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1042	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
584	605	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
340	1281	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
319	632	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
956	597	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
968	225	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1236	127	695.0000100775	2.8419848109	8.1286549708	0.9100186899
523	438	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
266	261	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	151	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
958	557	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	244	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
2	213	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
507	989	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
681	956	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1267	1224	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
179	153	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
250	713	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
685	766	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
777	730	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
795	260	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
172	282	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
8	93	69.5000048720	1.8419848350	0.7465091300	-0.1269648764
0	341	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
774	131	695.0000100775	2.8419848109	8.1286549708	0.9100186899
789	435	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
188	577	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
680	998	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
141	1342	695.0000100775	2.8419848109	8.1286549708	0.9100186899
275	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
512	735	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
338	1310	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
321	515	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
338	76	695.0000100775	2.8419848109	8.1286549708	0.9100186899
4	228	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
11	11	368.7755141431	2.5667620772	5.7621173469	0.7605820985
6	78	63.1818222915	1.8005921477	0.6773879142	-0.1691625562
248	863	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1200	31	926.6665942322	2.9669235073	12.8703703704	1.1095910448
239	1131	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
116	4	40.8823558739	1.6115359144	0.4569362262	-0.3401444094
200	216	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
337	8	139.0000000834	2.1430148005	1.5759637188	0.1975462151
8	5	9.2666671875	0.9669235656	0.0958356315	-1.0184729911
0	253	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
945	872	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	222	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
443	69	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1184	362	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1303	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
183	73	695.0000100775	2.8419848109	8.1286549708	0.9100186899
234	1308	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
382	67	695.0000100775	2.8419848109	8.1286549708	0.9100186899
384	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
696	392	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
78	1281	695.0000100775	2.8419848109	8.1286549708	0.9100186899
769	945	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
165	653	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1202	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
860	193	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
830	1112	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
763	1329	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
76	1321	695.0000100775	2.8419848109	8.1286549708	0.9100186899
775	957	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
104	453	695.0000100775	2.8419848109	8.1286549708	0.9100186899
117	61	695.0000100775	2.8419848109	9.0849673203	0.9583233694
1199	1318	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
765	1223	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
136	1321	695.0000100775	2.8419848109	8.1286549708	0.9100186899
240	1133	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
598	72	695.0000100775	2.8419848109	8.1286549708	0.9100186899
799	4	81.7647060651	1.9125658798	0.9138724523	-0.0391144138
778	655	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1128	183	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
205	127	695.0000100775	2.8419848109	8.1286549708	0.9100186899
81	1155	695.0000100775	2.8419848109	8.1286549708	0.9100186899
791	208	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
77	1279	695.0000100775	2.8419848109	8.1286549708	0.9100186899
775	23	347.5000050388	2.5409548152	3.9601139601	0.5977076838
798	2	77.2222221493	1.8877422947	0.8676654182	-0.0616477115
183	128	695.0000100775	2.8419848109	8.1286549708	0.9100186899
0	330	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
10	20	34.7500018322	1.5409548318	0.3636839351	-0.4392758825
1	299	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
7	113	63.1818222915	1.8005921477	0.6773879142	-0.1691625562
311	847	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
186	24	1389.9999235500	3.1430147764	26.4761904762	1.4228554968
1221	449	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
169	309	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
10	9	38.6111107019	1.5867122949	0.4102715466	-0.3869286014
4	195	163.5294007649	2.2135958453	2.0684523810	0.3156455272
152	836	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
646	5	277.9999872861	2.4440447761	4.0802348337	0.6106851592
1037	1	49.6428571234	1.6958567687	0.5555555556	-0.2552725051
1034	94	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1211	770	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
857	319	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
189	601	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1303	42	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1260	1375	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
604	62	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1371	948	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1293	330	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1372	928	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1178	559	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1132	70	695.0000100775	2.8419848109	8.1286549708	0.9100186899
587	380	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1237	162	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
256	450	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
232	1194	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
577	657	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1374	525	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1355	1114	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1383	246	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
981	9	154.4444454912	2.1887722938	1.7353308365	0.2393822842
758	418	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
733	1204	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
31	790	463.3333293178	2.6658935418	5.5158730159	0.7416142595
16	1255	231.6666646589	2.3648635461	2.6177024482	0.4179202792
760	356	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
738	1049	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
710	222	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
268	1	99.2857073464	1.9968867342	1.2545126354	0.0984750399
684	665	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
35	677	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1367	764	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
4	8	8.1764710611	0.9125659040	0.0839270619	-1.0760979803
617	1069	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
366	618	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
360	496	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
432	267	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
946	1072	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
306	892	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1025	318	1389.9999235500	3.1430147764	22.0634920635	1.3436742508
320	447	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1037	331	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
333	0	27.8000000167	1.4440447962	0.3101294065	-0.5084570520
234	1044	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
13	1370	198.5714294792	2.2979167622	2.2712418301	0.3562633781
48	285	463.3333293178	2.6658935418	5.3256704981	0.7263742929
1371	981	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
101	337	695.0000100775	2.8419848109	8.1286549708	0.9100186899
690	457	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1032	79	695.0000100775	2.8419848109	8.1286549708	0.9100186899
990	1381	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1001	1040	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1013	668	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1034	457	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1023	358	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1109	596	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
674	1283	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
111	49	231.6666807597	2.3648635763	2.5226860254	0.4018632014
27	958	347.5000050388	2.5409548152	3.9601139601	0.5977076838
30	865	463.3333293178	2.6658935418	6.4351851852	0.8085610491
870	70	695.0000100775	2.8419848109	8.1286549708	0.9100186899
847	783	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
44	431	463.3333293178	2.6658935418	5.3256704981	0.7263742929
4	41	27.2549032845	1.4354446452	0.2836155887	-0.5472699022
919	246	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
943	1143	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
538	138	695.0000100775	2.8419848109	8.1286549708	0.9100186899
976	109	695.0000100775	2.8419848109	8.1286549708	0.9100186899
582	469	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1002	998	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
71	1278	695.0000100775	2.8419848109	8.1286549708	0.9100186899
373	5	92.6666667223	1.9669235415	1.0435435435	0.0185105754
563	1069	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
561	1142	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1	112	24.8214302868	1.3948268033	0.2631578947	-0.5797835967
969	348	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
980	7	126.3636358007	2.1016221132	1.4300411523	0.1553485353
309	766	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
583	383	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
583	394	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
593	84	695.0000100775	2.8419848109	8.1286549708	0.9100186899
1237	8	277.9999808458	2.4440447660	3.5824742268	0.5541830747
345	1368	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
418	800	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
854	522	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
26	1033	347.5000050388	2.5409548152	3.9601139601	0.5977076838
44	475	463.3333293178	2.6658935418	5.3256704981	0.7263742929
688	970	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
633	463	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
0	187	55.5999961692	1.7450747617	0.6991951710	-0.1554015798
264	48	463.3333293178	2.6658935418	5.3256704981	0.7263742929
6	1	4.5129872393	0.6544641055	0.0462962963	-1.3344537511
5	32	30.8888903386	1.4898023069	0.3238583411	-0.4896449130
114	0	13.9000009744	1.1430148307	0.1469034031	-0.8329681434
954	736	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
1194	1352	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
5	21	23.1666682907	1.3648635803	0.2471550498	-0.6070305117
1	145	24.8214302868	1.3948268033	0.2631578947	-0.5797835967
2	114	38.6111137581	1.5867123293	0.4109994086	-0.3861588030
4	52	27.2549032845	1.4354446452	0.2836155887	-0.5472699022
746	856	1389.9999235500	3.1430147764	17.1604938272	1.2345297814
16	1321	231.6666646589	2.3648635461	2.6177024482	0.4179202792
